"MEASURE","Measure","REGIONTYPE","Geography Level","LGA_2016","Region","FREQUENCY","FREQUENCY","TIME","TIME","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34880","Mareeba (S)","A","Annual","2010","2010",20495,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34880","Mareeba (S)","A","Annual","2011","2011",20745,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34880","Mareeba (S)","A","Annual","2012","2012",20979,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34880","Mareeba (S)","A","Annual","2013","2013",21428,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34880","Mareeba (S)","A","Annual","2014","2014",21624,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34880","Mareeba (S)","A","Annual","2015","2015",21925,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","34880","Mareeba (S)","A","Annual","2016","2016",22157,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35010","Moreton Bay (R)","A","Annual","2001","2001",283062,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35010","Moreton Bay (R)","A","Annual","2002","2002",291543,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35010","Moreton Bay (R)","A","Annual","2003","2003",302027,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35010","Moreton Bay (R)","A","Annual","2004","2004",312887,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35010","Moreton Bay (R)","A","Annual","2005","2005",323085,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35010","Moreton Bay (R)","A","Annual","2006","2006",331713,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35010","Moreton Bay (R)","A","Annual","2007","2007",344545,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35010","Moreton Bay (R)","A","Annual","2008","2008",357499,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35010","Moreton Bay (R)","A","Annual","2009","2009",370447,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35010","Moreton Bay (R)","A","Annual","2010","2010",381357,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35010","Moreton Bay (R)","A","Annual","2011","2011",390051,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35010","Moreton Bay (R)","A","Annual","2012","2012",401031,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35010","Moreton Bay (R)","A","Annual","2013","2013",410317,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35010","Moreton Bay (R)","A","Annual","2014","2014",419398,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35010","Moreton Bay (R)","A","Annual","2015","2015",428542,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35010","Moreton Bay (R)","A","Annual","2016","2016",438313,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35250","Mornington (S)","A","Annual","2001","2001",991,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35250","Mornington (S)","A","Annual","2002","2002",999,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35250","Mornington (S)","A","Annual","2003","2003",1046,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35250","Mornington (S)","A","Annual","2004","2004",1054,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35250","Mornington (S)","A","Annual","2005","2005",1067,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35250","Mornington (S)","A","Annual","2006","2006",1082,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35250","Mornington (S)","A","Annual","2007","2007",1119,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35250","Mornington (S)","A","Annual","2008","2008",1120,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35250","Mornington (S)","A","Annual","2009","2009",1158,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35250","Mornington (S)","A","Annual","2010","2010",1184,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35250","Mornington (S)","A","Annual","2011","2011",1220,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35250","Mornington (S)","A","Annual","2012","2012",1218,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35250","Mornington (S)","A","Annual","2013","2013",1206,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35250","Mornington (S)","A","Annual","2014","2014",1203,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35250","Mornington (S)","A","Annual","2015","2015",1203,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35250","Mornington (S)","A","Annual","2016","2016",1196,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35300","Mount Isa (C)","A","Annual","2001","2001",20743,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35300","Mount Isa (C)","A","Annual","2002","2002",20276,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35300","Mount Isa (C)","A","Annual","2003","2003",19997,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35300","Mount Isa (C)","A","Annual","2004","2004",19908,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35300","Mount Isa (C)","A","Annual","2005","2005",20153,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35300","Mount Isa (C)","A","Annual","2006","2006",20374,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35300","Mount Isa (C)","A","Annual","2007","2007",20711,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35300","Mount Isa (C)","A","Annual","2008","2008",21381,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35300","Mount Isa (C)","A","Annual","2009","2009",21607,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35300","Mount Isa (C)","A","Annual","2010","2010",21830,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35300","Mount Isa (C)","A","Annual","2011","2011",22079,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35300","Mount Isa (C)","A","Annual","2012","2012",21906,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35300","Mount Isa (C)","A","Annual","2013","2013",21713,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35300","Mount Isa (C)","A","Annual","2014","2014",21109,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35300","Mount Isa (C)","A","Annual","2015","2015",20384,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35300","Mount Isa (C)","A","Annual","2016","2016",19332,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35600","Murweh (S)","A","Annual","2001","2001",4936,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35600","Murweh (S)","A","Annual","2002","2002",4892,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35600","Murweh (S)","A","Annual","2003","2003",4848,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35600","Murweh (S)","A","Annual","2004","2004",4803,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35600","Murweh (S)","A","Annual","2005","2005",4774,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35600","Murweh (S)","A","Annual","2006","2006",4692,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35600","Murweh (S)","A","Annual","2007","2007",4665,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35600","Murweh (S)","A","Annual","2008","2008",4668,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35600","Murweh (S)","A","Annual","2009","2009",4699,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35600","Murweh (S)","A","Annual","2010","2010",4714,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35600","Murweh (S)","A","Annual","2011","2011",4731,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35600","Murweh (S)","A","Annual","2012","2012",4738,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35600","Murweh (S)","A","Annual","2013","2013",4687,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35600","Murweh (S)","A","Annual","2014","2014",4645,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35600","Murweh (S)","A","Annual","2015","2015",4534,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35600","Murweh (S)","A","Annual","2016","2016",4391,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35670","Napranum (S)","A","Annual","2001","2001",785,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35670","Napranum (S)","A","Annual","2002","2002",799,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35670","Napranum (S)","A","Annual","2003","2003",819,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35670","Napranum (S)","A","Annual","2004","2004",836,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35670","Napranum (S)","A","Annual","2005","2005",856,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35670","Napranum (S)","A","Annual","2006","2006",876,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35670","Napranum (S)","A","Annual","2007","2007",881,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35670","Napranum (S)","A","Annual","2008","2008",890,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35670","Napranum (S)","A","Annual","2009","2009",901,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35670","Napranum (S)","A","Annual","2010","2010",910,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35670","Napranum (S)","A","Annual","2011","2011",908,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35670","Napranum (S)","A","Annual","2012","2012",923,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35670","Napranum (S)","A","Annual","2013","2013",928,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35670","Napranum (S)","A","Annual","2014","2014",948,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35670","Napranum (S)","A","Annual","2015","2015",970,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35670","Napranum (S)","A","Annual","2016","2016",1001,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35740","Noosa (S)","A","Annual","2001","2001",43496,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35740","Noosa (S)","A","Annual","2002","2002",44893,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35740","Noosa (S)","A","Annual","2003","2003",46063,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35740","Noosa (S)","A","Annual","2004","2004",47183,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35740","Noosa (S)","A","Annual","2005","2005",47635,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35740","Noosa (S)","A","Annual","2006","2006",48082,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35740","Noosa (S)","A","Annual","2007","2007",48595,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35740","Noosa (S)","A","Annual","2008","2008",49600,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35740","Noosa (S)","A","Annual","2009","2009",50315,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35740","Noosa (S)","A","Annual","2010","2010",50770,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35740","Noosa (S)","A","Annual","2011","2011",51038,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35740","Noosa (S)","A","Annual","2012","2012",51703,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","35740","Noosa (S)","A","Annual","2013","2013",52407,,
